YTM	VEGA	DELTA_EXCHANGE_NPV	POSITIONID	STRIKE_REF_SPOT	DELTA_FACTOR	GAMMA	RHO_FACTOR	DELTA	RHO	BPV	REF_DATE	PVBP	GAMMA_FACTOR	SSL_SNAPSHOT_DATE	ANALYTICDATE	THETA	SSL_FEID	VEGA_FACTOR	DELTA_EXCHANGE_LIAB	RISK_NATURE	DELTA_EXCHANGE_CASH	CURRENCY	STEP_LABEL	POSITIONID_FE	STRIKE_REF_VALUE	STRIKE_UNDERLYING	F_DELTA_EXCHANGE	STRIKE_INSTR_VALUE	VOLATILITY	THETA_FACTOR	SSL_COUNTER	RHO1
			VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX_ef538946-1f2e-11e9-a2d0-b3645e528b7a_TBRX			-2.7948299272		-58916.3318105088	400069.2358046971		20200831			30200831.0000000000	20200831	-55.6625583694	TBRX					EUR	 	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX							1.0000000000	-4100.1794728910
			VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC FTMIB DEC26 FID | SEDX | BIT SEDEX_f02fc83a-3156-11ea-ad10-0fb8a94cbce7_TBRX			-1.0040757053		-39738.1419785184	1374504.6205884612		20200831			30200831.0000000000	20200831	-783.2761000779	TBRX					EUR	 	VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC FTMIB DEC26 FID | SEDX | BIT SEDEX							1.0000000000	-14368.4136329108
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E JUN22 BDT | ETLX | EuroTLX Equities_3410720c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E JUN22 BDT | ETLX | EuroTLX Equities							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E APR22 BDT | ETLX | EuroTLX Equities_3414f372-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E APR22 BDT | ETLX | EuroTLX Equities							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | USD | Equities | Miscellaneous | Combined Instruments | EP3 SPX DEC21 BDT | ETLX | EuroTLX Equities_342e056a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	VOL_STOCK_IDX_SEC | USD | Equities | Miscellaneous | Combined Instruments | EP3 SPX DEC21 BDT | ETLX | EuroTLX Equities							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E SEP22 BDT | ETLX | EuroTLX Equities_343f41e0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E SEP22 BDT | ETLX | EuroTLX Equities							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX6P JUL25 FID | SEDX | BIT SEDEX_84bde51c-b741-11e9-bf30-69732fa2f55e_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX6P JUL25 FID | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP CED SX5E FEB26 BDT | SEDX | BIT SEDEX_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EP CED SX5E FEB26 BDT | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | I05387 | SEDX | BIT SEDEX_af9dc2b4-ba9f-11e9-a020-091cb4b8f405_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | I05387 | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E APR22 ISPB | SEDX | BIT SEDEX_ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E APR22 ISPB | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX_ef538946-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	VOL_STOCK_IDX_SEC | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | WHITING PTRL CRP | XNYS | Virtu_2514c942-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		87.6480000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | WHITING PTRL CRP | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | SPROUTS FARMERS | XNAS | Reuters Elektron_258661ba-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | SPROUTS FARMERS | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | HALLIBURTON CO | XNYS | Virtu_5a38b8e0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-562.8675000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | HALLIBURTON CO | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Collective investment vehicles | ETF | VNCK VCTR GLD MN | ARCX | Reuters Elektron_5a46d010-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		717.9950000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Collective investment vehicles | ETF | VNCK VCTR GLD MN | ARCX | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Reuters Elektron_5a489350-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | SCHLUMBERGER LTD | XNYS | Reuters Elektron_5a611326-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-58.1250000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | SCHLUMBERGER LTD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | TEVA PHRMA INDUS | XNYS | Reuters Elektron_5a71a6aa-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		857.6304500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | TEVA PHRMA INDUS | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ADVERUM BIOTECH | XNAS | Virtu_5a744aae-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ADVERUM BIOTECH | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | HERSHEY CO | XNYS | Virtu_5a747a88-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-917.9182500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | HERSHEY CO | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | PARTNERS GROUPAG | XSWX | Virtu_5a790594-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | PARTNERS GROUPAG | XSWX | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | AMS | XSWX | Reuters Elektron_5a7cfa50-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | AMS | XSWX | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ELECTRONIC ART | XNAS | Virtu_5a850d3a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ELECTRONIC ART | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron_5a8a775c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-557.4250000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | CS GROUP AG | XSWX | Reuters Elektron_5aa94920-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-758.3247500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | CS GROUP AG | XSWX | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | BLACKROCK INC | XNYS | Reuters Elektron_5aa9d7dc-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-1022.6265000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | BLACKROCK INC | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | LULULEMON ATHLCA | XNAS | Virtu_5ac4e8ba-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		751.7400000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | LULULEMON ATHLCA | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | KELLOGG CO | XNYS | Virtu_5ac8c49e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | KELLOGG CO | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | CAMPBELL SOUP CO | XNYS | Virtu_5ad383fc-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | CAMPBELL SOUP CO | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | TESLA USD | XNAS | Reuters Elektron_5af4abae-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | TESLA USD | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | NVIDIA USD | XNAS | Virtu_5b225612-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | NVIDIA USD | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ABBVIE | XNYS | Reuters Elektron_65df8370-6b39-11e9-8c20-03883f21236d_TBRX			0.0000000000		-1047.4200000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ABBVIE | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | BEYOND MEAT INC | XNAS | Virtu_6ee1f4c0-aa3c-11e9-83b0-858d80a69378_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | BEYOND MEAT INC | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | SEK | Equities | Equities | Common/Ordinary shares | EQTAB | XSTO | Virtu_d7be9152-434b-11ea-ba6b-bffbb95b5697_TBRX			0.0000000000		-359.1280000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					SEK	 	EPSILON | SEK | Equities | Equities | Common/Ordinary shares | EQTAB | XSTO | Virtu							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | MB | MTAA | BIT MTA_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | MB | MTAA | BIT MTA							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | BAY | XETR | Xetra T7_efa18f50-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | BAY | XETR | Xetra T7							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Virtu_25059a80-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		9840.4800000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Virtu							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Reuters Elektron_5a5cd2ac-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-6908.8500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron_5a8a775c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | UNITED CNTNTL HD | XNYS | Reuters Elektron_5a90067c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		1807.5000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | UNITED CNTNTL HD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | SEK | Equities | Equities | Common/Ordinary shares | SKF B | XSTO | Virtu_5adbc13e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					SEK	 	ALPHA_SHORT | SEK | Equities | Equities | Common/Ordinary shares | SKF B | XSTO | Virtu							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Virtu_5b03de30-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Virtu							1.0000000000	0.0000000000
			ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | HERMES INTL | XPAR | Euronext Optiq_6e4390d8-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | HERMES INTL | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			DISPERSION | USD | Equities | Equities | Common/Ordinary shares | MASTERCARD I ORD | XNYS | Virtu_5a4538b8-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	DISPERSION | USD | Equities | Equities | Common/Ordinary shares | MASTERCARD I ORD | XNYS | Virtu							1.0000000000	0.0000000000
			DISPERSION | USD | Equities | Equities | Common/Ordinary shares | EXXON MOBIL USD | XNYS | Virtu_5a993f30-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		1205.5500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	DISPERSION | USD | Equities | Equities | Common/Ordinary shares | EXXON MOBIL USD | XNYS | Virtu							1.0000000000	0.0000000000
			DISPERSION | USD | Equities | Equities | Common/Ordinary shares | NVIDIA USD | XNAS | Virtu_5b225612-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	DISPERSION | USD | Equities | Equities | Common/Ordinary shares | NVIDIA USD | XNAS | Virtu							1.0000000000	0.0000000000
	0.0000000000		DISPERSION | EUR | Equities | Options | Put | OESX 202009 P 2900 | 18 SEP 20 | P | E | 2900.0000000000 | XEUR | Eurex NTA_b87aeaa2-ddc1-11e9-9eb0-e7766f5ef7bc_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Options | Put | OESX 202009 P 2900 | 18 SEP 20 | P | E | 2900.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	236.1616669910		DISPERSION | EUR | Equities | Options | Put | OESX 202012 P 1100 | 18 DEC 20 | P | E | 1100.0000000000 | XEUR | Eurex NTA_e0fd7346-39b6-11e9-aa00-490041a9bcec_TBRX			0.0532530062		-187.8947074519	-62.5112110844		20200831			30200831.0000000000	20200831	-145.9802663638	TBRX					EUR	 	DISPERSION | EUR | Equities | Options | Put | OESX 202012 P 1100 | 18 DEC 20 | P | E | 1100.0000000000 | XEUR | Eurex NTA							1.0000000000	0.6341756599
			DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | L'OREAL | XPAR | Euronext Optiq_ef9beed8-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | L'OREAL | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | UCG | MTAA | BIT MTA_efa29670-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | UCG | MTAA | BIT MTA							1.0000000000	0.0000000000
	8062.0135645111		AA | EUR | Equities | Options | Call | 0_EUR_SELDIV L2000 23 - OTC JPM3 | 15 DEC 23 | C | E | 2000.0000000000 | None | OTC Derivatives_c17a516e-7710-11e9-9400-98972329be46_TBRX			9.6483616539		16742.0749376421	53057.1549709620		20200831			30200831.0000000000	20200831	793.0205423375	TBRX					EUR	 	AA | EUR | Equities | Options | Call | 0_EUR_SELDIV L2000 23 - OTC JPM3 | 15 DEC 23 | C | E | 2000.0000000000 | None | OTC Derivatives							1.0000000000	-466.8229287208
	34492.5774912776		AA | EUR | Equities | Options | Call | SD3E JUN27 CCAP - EPSILON 2 | 18 JUN 27 | C | E | 1718.4000000000 | None | OTC Derivatives_c8f9611c-b794-11ea-bf40-169a20cdd1b7_TBRX			21.5395820133		73547.8049990944	409201.2757968754		20200831			30200831.0000000000	20200831	4540.2524309699	TBRX					EUR	 	AA | EUR | Equities | Options | Call | SD3E JUN27 CCAP - EPSILON 2 | 18 JUN 27 | C | E | 1718.4000000000 | None | OTC Derivatives							1.0000000000	-3631.6719315861
	31122.2466783544		AA | EUR | Equities | Options | Call | OESX 202112 C 3000 | 17 DEC 21 | C | E | 3000.0000000000 | XEUR | Eurex NTA_f383704c-1f30-11e9-a2d0-b3645e528b7a_TBRX			14.6796839755		211718.7304114978	219333.9609412192		20200831			30200831.0000000000	20200831	-4448.6931375354	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OESX 202112 C 3000 | 17 DEC 21 | C | E | 3000.0000000000 | XEUR | Eurex NTA							1.0000000000	-2167.4853130344
	-1217.6558941683		AA | EUR | Equities | Options | Call | OESX 202112 C 5000 | 17 DEC 21 | C | E | 5000.0000000000 | XEUR | Eurex NTA_f3838e10-1f30-11e9-a2d0-b3645e528b7a_TBRX			-1.4508841271		-2566.9558510762	-3548.3218720801		20200831			30200831.0000000000	20200831	178.6728368460	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OESX 202112 C 5000 | 17 DEC 21 | C | E | 5000.0000000000 | XEUR | Eurex NTA							1.0000000000	31.4197800664
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHENIERE ENY L.P | XNYS | Reuters Elektron_5a967250-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHENIERE ENY L.P | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ADV AUTO PARTS | XNYS | Reuters Elektron_5a9a8e26-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ADV AUTO PARTS | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | TWTY FT CNT FX A | XNAS | Reuters Elektron_5a9c3e24-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | TWTY FT CNT FX A | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ETSY INC | XNAS | Reuters Elektron_5aa674a2-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ETSY INC | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HERTZ GLOBAL HLD | XNYS | Reuters Elektron_5aaaf540-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HERTZ GLOBAL HLD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | M MARIETTA | XNYS | Virtu_5aadb762-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-573.7760000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | M MARIETTA | XNYS | Virtu							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VF CORP | XNYS | Reuters Elektron_5ab2a236-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VF CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CUMMINS INC | XNYS | Reuters Elektron_5ab5e036-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CUMMINS INC | XNYS | Reuters Elektron							1.0000000000	0.0000000000
